BC,0.0,7.0,14.0,21.0,28.0,35.0
50000,2436.0,3481.0,14986.0,20164.0,27784.0,217952.0
40000,1692.0,2203.0,8209.0,6089.0,6045.0,200.0
2000,2291.0,1757.0,4604.0,4397.0,4839.0,7901.0
else,166965.0,132829.0,266376.0,187385.0,190987.0,21176.0
