BC,0.0,7.0,14.0,21.0,28.0,35.0
50000,2436.0,1897.0,2219.0,1518.0,5281.0,48185.0
40000,1692.0,553.0,610.0,402.0,1321.0,8924.0
2000,2291.0,14569.0,103429.0,199873.0,204554.0,5800.0
else,166965.0,239750.0,140989.0,62400.0,78072.0,289239.0
