BC,0.0,7.0,14.0,21.0,28.0,35.0
50000,2436.0,5137.0,7012.0,16270.0,21920.0,0.0
40000,1692.0,3547.0,3830.0,5070.0,5128.0,152393.0
2000,2291.0,2827.0,2363.0,4094.0,4060.0,0.0
else,166965.0,228544.0,134689.0,182028.0,167683.0,5676.0
