BC,0.0,7.0,14.0,21.0,28.0,35.0
50000,2436.0,5572.0,11232.0,12701.0,19102.0,668.0
40000,1692.0,4134.0,6171.0,4307.0,5270.0,269.0
2000,2291.0,2495.0,3456.0,3168.0,3683.0,179492.0
else,166965.0,203395.0,231578.0,159708.0,176137.0,21781.0
