BC,s_1,s_2,s_3,average,standard deviation
0,0.0,0.0,0.0,0.0,0.0
1,-8.964790242634892,-0.15304186854130972,-9.071005217529502,-6.062945776235234,4.179158093352847
2,19.861505522350765,-0.15304186854130972,20.33404211065943,13.347501921489629,9.548275051084001
3,-8.964790242634892,-0.15304186854130972,-9.071005217529502,-6.062945776235234,4.179158093352847
50000,20.354822021480427,0.625499354215814,20.574276445623553,13.851532607106599,9.352646925371754
5,19.87300315346007,-0.277536075271336,20.34013136984348,13.31186614934407,9.611050647021617
30000,20.271989701682262,0.5421504320220004,20.461431781002755,13.758523971569005,9.345707364987877
10000,20.227325998770255,0.4772108204723992,20.466878904548548,13.723805241263733,9.36726727174195
15000,20.29740206184078,0.5123464601205908,20.451205942751074,13.75365148823748,9.363227116194894
9,-8.964790242634892,-0.15304186854130972,-9.071005217529502,-6.062945776235234,4.179158093352847
20000,20.223959282022207,0.5315909578352999,20.432792980817254,13.72944774022492,9.332683451712013
11,-8.964790242634892,-0.15304186854130972,-9.071005217529502,-6.062945776235234,4.179158093352847
12,-8.964790242634892,-0.15304186854130972,-9.071005217529502,-6.062945776235234,4.179158093352847
13,-8.964790242634892,-0.15304186854130972,-9.071005217529502,-6.062945776235234,4.179158093352847
14,-8.964790242634892,-0.15304186854130972,-9.071005217529502,-6.062945776235234,4.179158093352847
15,-8.964790242634892,-0.15304186854130972,-9.071005217529502,-6.062945776235234,4.179158093352847
2000,-8.964790242634892,-0.15304186854130972,-9.071005217529502,-6.062945776235234,4.179158093352847
1500,-8.964790242634892,-0.15304186854130972,-9.071005217529502,-6.062945776235234,4.179158093352847
18,-8.964790242634892,-0.15304186854130972,-9.071005217529502,-6.062945776235234,4.179158093352847
19,-8.964790242634892,-0.15304186854130972,-9.071005217529502,-6.062945776235234,4.179158093352847
5000,19.849883057615465,0.625729394710004,20.34690974200484,13.607507398110101,9.181745621192112
40000,20.294301747305838,0.5781465420573557,20.385097628474472,13.752515305945886,9.315759236126015
1000,-8.964790242634892,-0.15304186854130972,-9.071005217529502,-6.062945776235234,4.179158093352847
23,-8.964790242634892,-0.15304186854130972,-9.071005217529502,-6.062945776235234,4.179158093352847
24,-8.964790242634892,-0.15304186854130972,-9.071005217529502,-6.062945776235234,4.179158093352847
25,-8.964790242634892,-0.15304186854130972,-9.071005217529502,-6.062945776235234,4.179158093352847
26,-8.964790242634892,-0.15304186854130972,-9.071005217529502,-6.062945776235234,4.179158093352847
500,-8.964790242634892,-0.15304186854130972,-9.071005217529502,-6.062945776235234,4.179158093352847
28,19.905286575134358,-0.15304186854130972,20.32338666100001,13.358543789197688,9.555658433977355
29,-8.656400780816197,-0.14909337043604945,-8.764619307358029,-5.856704486203424,4.036132331741631
