BC,0,7,14,21,28,35
0,0.039856103486815286,0.027110075673115176,0.012370252870294828,0.0035358049991961256,0.0007546967580727333,0.00014192650774971584
1,0.03778728492658299,0.026777690460871726,0.012729533880073664,0.0037906506912227665,0.0008429260615770154,0.000165147517760764
2,0.0446361605417121,0.04805414893237691,0.03470458894405885,0.01570018608779604,0.00530392221120939,0.0015786881363014128
1500,0.01171744241931184,0.017425473698362472,0.01738394396469352,0.010863603699659267,0.00506960317470387,0.0020843990721524145
4,0.038285532723584224,0.02728466939626738,0.013044116019738964,0.003906362034218149,0.0008735842163270474,0.00017212498696076925
5,0.04773397307263311,0.051367268965779485,0.037081502626667144,0.01676833929282906,0.00566235680560837,0.001684656124178509
15000,0.018601356425385046,0.047590744422492705,0.08167936213107597,0.08781406008580518,0.07050018032476744,0.04986814938114827
5000,0.01350851764140448,0.021235280703957842,0.0223934121709286,0.014792596861391935,0.007296977724933939,0.003171381384629656
10000,0.01786589890927172,0.033347255336086755,0.04175488319416725,0.032750379118494696,0.01918226300497057,0.009898974467035979
1000,0.011368139800255986,0.011587812964047473,0.007923654006832792,0.003393996659392886,0.0010856048339143597,0.0003059419142642642
10,0.049917508221781745,0.03655765938670884,0.01796039243527057,0.005527326788237634,0.0012702491492785197,0.0002571991547159194
11,0.04850700952196391,0.0347841903267141,0.016732901404841894,0.005042228070370797,0.0011346140846530597,0.0002249472604154362
500,0.012620655052643651,0.00932002369546317,0.004617044835044519,0.0014327586783022513,0.0003320140438668756,6.778704685775748e-05
13,0.041202564297901,0.02908453059048067,0.013772469765920198,0.004085295510950917,0.0009049187289435264,0.00017660481094901927
14,0.04688248471702678,0.03323593088421437,0.01580581990725297,0.004708559813826499,0.001047450733111538,0.00020529859240875207
15,0.048331476667084136,0.032819051458193235,0.014949750374751873,0.004265831900424462,0.0009089667249680488,0.00017064716821745164
16,0.04538398257687527,0.03311687110541562,0.01621093062821078,0.00497082503857475,0.001138212781186108,0.0002296282373852314
17,0.05024757038072197,0.03488853960637064,0.01625034067398028,0.004741371988865856,0.0010330469031788754,0.00019830921890608933
18,0.044053356759950764,0.03250384786350351,0.01608801648488671,0.004988065055459291,0.0011548781542388103,0.00023558469729223917
50000,0.02840229415631839,0.11634216597616416,0.3196927772728526,0.550288433462997,0.7073305163845024,0.8010530151045906
40000,0.005790946705074471,0.019901910925202573,0.04588301457058316,0.06626298407925883,0.07146024270819672,0.06789922811342833
21,0.042584638867569545,0.0294322326906093,0.013646001156025522,0.003963231850885668,0.000859543788290933,0.0001642454646362256
22,0.046913998515225507,0.03223039666318598,0.014853910636140572,0.0042882277560974775,0.0009244625681623189,0.00017559319132854373
2000,0.01048141961956881,0.01598734227314489,0.0163585344621112,0.010485143872104903,0.005018556820716295,0.002116362953074676
24,0.05066816755175271,0.03632224522164677,0.01746715322203242,0.005261789307139129,0.0011836388982566848,0.00023459127594705276
25,0.04123393099990955,0.030483037233236938,0.01511728110715793,0.004696247983937686,0.0010894387166177667,0.00022266986311820385
30000,0.024275943052340366,0.060239527688860296,0.10027645258649454,0.1045630507756706,0.08142016551095298,0.05585892444446612
27,0.03514483640546644,0.03765659452147153,0.027066525755210888,0.01218669285159149,0.004097450052741744,0.0012138033294675605
28,0.045996805983868204,0.03331348133605557,0.0161854329126998,0.004925955685298723,0.0011195181320520593,0.00022417058061283666
