BC,s_1,s_2,s_3,average,standard deviation
0,0.0,0.0,0.0,0.0,0.0
1,-0.003571834139117584,0.01681636949862363,0.019869616679352695,0.011038050679619582,0.01040567570765213
2,-0.0003943414815000286,-0.013076027038709775,-0.024569892195423167,-0.01268008690521099,0.009873597437015335
1500,0.14931125670806725,0.1554041131890895,0.15214999916437566,0.15228845635384414,0.0024893242482744004
4,0.00428347549512551,0.02082847982464953,0.0015161077871858179,0.008876021035653619,0.00852684131961033
5,0.012342663833114555,-0.010414357947564491,-0.014947079096127053,-0.00433959107019233,0.011940396747926386
15000,0.2257142966150049,0.20025003572218913,0.19613078113345153,0.2073650378235485,0.013083412863586427
5000,0.16212988920414786,0.15947200635045936,0.14009185269051075,0.153897916081706,0.00982247847498308
10000,0.20813064413938104,0.22145161962632465,0.2097003313000101,0.21309419835523857,0.00594423234025287
1000,0.09180960717918075,0.09287309679468783,0.0822346942113466,0.0889724660617384,0.004784065890817272
10,0.0036229665927175045,-0.00730448960812598,-0.0240381282255195,-0.009239883746975992,0.01137521734562746
11,0.003260617545608909,-0.008129623318697834,-0.024673247830259867,-0.009847417867782931,0.011468458841359634
500,0.048920862322867485,0.08220026999718592,0.07210351886886103,0.0677415503963048,0.013931973310938454
13,-0.0008548248218587925,0.0017323667852581167,0.0006180241414963508,0.000498522034965225,0.0010595913262772827
14,-0.011341081214415244,-0.0052895689616307955,-0.014771910504329775,-0.010467520226791939,0.003920121756818425
15,0.0010985157463492263,-0.018259824563985318,-0.019211560323111325,-0.012124289713582473,0.009358005072742068
16,0.003910524317938741,-0.00579302497144677,-0.023758282581293397,-0.00854692774493381,0.011462364624314762
17,-0.012507561508515067,-0.009577169496656891,-0.017492388194850793,-0.01319237306667425,0.0032674553720697186
18,0.0025886476639503282,-0.01022640091615205,-0.019770370771830324,-0.009136041341344015,0.009160534531517123
50000,0.2962817243238447,0.282962843948842,0.2823987178959799,0.2872144287228889,0.006415681137505404
40000,0.27769825193710745,0.2672563134910191,0.2533096821715811,0.26608808253323585,0.00999080098490702
21,-0.011310626626692369,-0.006292467868350823,-0.008246168633816029,-0.008616421042953074,0.002065315870245813
22,-0.006296141591813041,-0.009856947403258185,-0.017015760135913754,-0.01105628304366166,0.004457679509678661
2000,0.14624905880840164,0.1566019379544924,0.16102350858004627,0.15462483511431344,0.006191542255054892
24,0.0029562447094682426,-0.02273750744929451,-0.021903429201546424,-0.013894897313790898,0.01192042119633025
25,-0.008053792383594167,-0.008620276068544925,-0.00870018658921707,-0.008458085013785387,0.00028773346572678925
30000,0.2736000745674074,0.2665246399941732,0.2587498043695026,0.2662915063103611,0.00606483826239913
27,0.002503900350458527,0.010358317123847681,0.0004228816826117742,0.004428366385639327,0.004278309361742869
28,-0.0031620206954059314,-0.011384321268605294,-0.009738439791340285,-0.008094927251783837,0.0035522205993592333
