BC,0,7,14,21,28,35
0,0.03843357190574388,0.029415640009407336,0.019644482154214677,0.011361473037786642,0.00579742959538781,0.002684912391443447
1,0.03689277553872314,0.02835056624247545,0.019009770540765795,0.011038848837586093,0.005655584319172079,0.0026298136306096022
2,0.046139110871626456,0.0648979945297596,0.07965041835575308,0.08465967955328864,0.07939112628564537,0.06757111743033901
1500,0.007468726626141729,0.013238064091920876,0.020473737214048524,0.027422152665284135,0.0324050538682219,0.03475503627515025
4,0.037261116036157116,0.029284495227968544,0.0200823418659545,0.01192676723407424,0.0062493941272909505,0.0029719868354822084
5,0.05035992260429367,0.06874173364791718,0.08187487253276476,0.08445251109333456,0.0768566200725543,0.06348100457796885
15000,0.009957765127946133,0.022910101102520637,0.04599248362990265,0.07996105093791778,0.1226526422003858,0.17075330487839024
5000,0.01187890788902332,0.0167561992090507,0.020623826404076985,0.021983394235724693,0.02067412015382095,0.01764627807255202
10000,0.011221708955120372,0.017326734895927287,0.023343672944318706,0.02723663328807108,0.028037832761439146,0.02619565447382583
1000,0.008387979094340244,0.011733624366664388,0.014321936760052568,0.01513920594485646,0.014119236924859457,0.011951245008959575
10,0.05007198931200014,0.03959034521831678,0.027313569559253976,0.016319220389464633,0.008602548661227586,0.004115746933596265
11,0.04960679041537903,0.03865143277267563,0.02627754541965445,0.015471619201646768,0.008036991773322934,0.0037891785908957566
500,0.010089631487985567,0.014859009645490235,0.0190940983063263,0.021249084233733527,0.020863543217905286,0.018592154020055523
13,0.04021893865650617,0.03025992559188281,0.019865515314193605,0.0112944110366113,0.005665446287185252,0.0025792798122010554
14,0.04682364274414246,0.03640350485820754,0.024695392281687177,0.014508430514939928,0.007520240379708561,0.003537828746076591
15,0.0478664433975664,0.0359807163376725,0.02359952059983352,0.013405046675318045,0.006718004091016767,0.003055666777902451
16,0.04575635320366632,0.036507563810010565,0.02541610708255789,0.015323817973839448,0.008151390918687218,0.003935412429323158
17,0.05072615912190505,0.03874626252582667,0.025823932812689205,0.014905506005168562,0.007590630450892551,0.003508348827978224
18,0.04429948839313587,0.03475426998503957,0.02379098153230896,0.014104195641202154,0.0073771917327916095,0.0035020925037438683
50000,0.002593978125617083,0.005041694172487936,0.008550301240919267,0.012557931452261393,0.016272773671641396,0.019138101569792405
40000,0.08524279024817379,0.14854256873467703,0.22585979629627204,0.2974121514769221,0.34552960924826365,0.3643389684372059
21,0.041805298401350464,0.03142059758534633,0.020605932974610105,0.011703126501409549,0.005864328631813022,0.0026670336495448464
22,0.04739281633613266,0.03617058495361417,0.02408758589558096,0.0138919366682587,0.007068692620348508,0.003264443783614048
2000,0.005774174344947017,0.01030279380178264,0.01604038738884029,0.021627507514968926,0.02572793171038225,0.0277777504543059
24,0.051274434919147426,0.03950088070677811,0.026552621452381703,0.01545751951924988,0.007939241028729043,0.0037009393268150935
25,0.04094473977677532,0.031944430653495934,0.021746377274961412,0.01282066223748766,0.006668693896176251,0.003148218758643129
30000,0.002013951129278798,0.00540485293870132,0.01265649829735622,0.025666994805992303,0.04592437601737583,0.0745770672403784
27,0.03423492149628257,0.04828275179955277,0.05941682227561912,0.06332258019005009,0.05954078660212142,0.05081177052858922
28,0.04526187384089169,0.03498066058482931,0.023589471593101635,0.013776541133550908,0.007098538751632875,0.0033196440346171478
