BC,s_1,s_2,s_3,average,standard deviation
0,0.0,0.0,0.0,0.0,0.0
1,-0.0006111513579455353,-0.38818727462905894,0.013625076806116155,-0.1250577830602961,0.18615139814679793
10000,-3.3588836510583877,-0.19281775399052548,-1.560284413067614,-1.703995272705509,1.2965294506302658
3,-0.0603366045859037,-0.39921688499401664,-0.027491780971620954,-0.16234842351718046,0.16802717367808084
4,-0.0015387256310346047,2.884365395468302,0.018399087593498956,0.9670752524769223,1.3557532957506129
15000,-2.4326122948776967,-0.15174233976182802,-1.5519645374041269,-1.3787730573478838,0.9391799276001804
20000,0.08580635123437037,-0.24394828862107526,0.11781711870498678,-0.013441606227239375,0.16351589174485767
7,-0.0915290521757174,-0.4272658598943088,-0.01447161731358032,-0.1777555097945355,0.17921313785930373
2000,0.220613052870305,-0.1957298837090885,0.23022818406889944,0.08503711774337197,0.19857105280049592
1000,0.1985961388757003,-0.1976890195201931,0.21645333009666623,0.07245348315072447,0.19115865771928053
10,-0.015757015567670892,-0.42847072202042963,0.00824101055396025,-0.1453289090113801,0.20045105972942173
11,-0.029337702793454264,-0.42774800798429424,0.0072435315265625315,-0.14994739308372865,0.19700157851388445
50000,0.1848979150718903,-0.2015358748182216,0.23644372395431473,0.0732685880693278,0.1954522315392719
13,-0.007332862573004639,-0.39113679603021045,0.005250291543655114,-0.13107312235318666,0.18396452505247315
14,0.016362021783313363,-0.43138980338013394,0.018202247284557865,-0.13227517810408757,0.21150731413357174
15,-0.028691440082203076,-0.4282298849935707,0.005980716642351578,-0.15031353614447407,0.1970256537123911
30000,0.7099601691757456,3.419770129405091,0.7146005785074698,1.6147769590294356,1.2763243167201566
17,0.013296157101242802,-0.410286794293188,0.015310249768894427,-0.12722679580768356,0.200155333344345
18,-0.03242840513360596,-0.4421909939248694,0.0061467089080545715,-0.15615756338347359,0.20286835205175366
19,-0.027312202560276007,-0.4289865739752107,0.005538535189421866,-0.15025341378202162,0.19754986490527124
500,0.2317037075073259,-0.18725989261013276,0.22601097146399884,0.09015159545373068,0.19617331128922716
5000,0.3561584430066152,3.106943745486662,0.41204459681822975,1.2917155951038357,1.283762891919339
22,-0.0016093454764285798,-0.41211222565954414,-0.002455134346714438,-0.13872556849422907,0.1933138675431269
23,0.002328909925360635,-0.4220481775576332,0.014372681020849062,-0.1351155288704745,0.2029515899051158
24,-0.043818011089882015,-0.45610803039010833,-0.001461657788254937,-0.1671292330894151,0.20506921454843716
25,-0.02465625506041171,-0.40333590005106945,0.005520861078334527,-0.14082376467771554,0.18603248909499906
26,-0.05271925888082507,-0.35243166732100073,-0.017243970715733466,-0.14079829897251975,0.1503465684487942
40000,0.14940228230910474,-0.17221492119065027,0.24152970955592104,0.07290569022479183,0.17736018214975138
28,-0.005235644017250629,-0.5120881104299062,0.016654735342420006,-0.16688967303491228,0.24425569670884748
