BC,0,7,14,21,28,35
0,0.03886641756378243,0.019518529158081912,0.005118865798368361,0.0008709446637924464,0.00012603526168766978,1.7200050984537608e-05
1,0.03679247476808056,0.0192442688282888,0.00525651502121441,0.0009315036638387271,0.00014039638032525142,1.995553688705035e-05
2,0.04296767323226707,0.04803586979352198,0.028044232679726944,0.010622130369920664,0.0034218768766817098,0.0010395689337120084
1500,0.009905608712203678,0.02273423376727478,0.027247932484237614,0.021187365105657593,0.014012158218488339,0.00873915166564949
4,0.03690726449702897,0.0191250746296325,0.0051754545645269455,0.000908623625376126,0.0001356763761934334,1.9105596786498706e-05
5,0.047866797248107815,0.053273083689018466,0.0309624546427186,0.011674897952275855,0.003744169394596748,0.0011323848404483905
15000,0.031953635902633,0.12528968688200512,0.2565455263849353,0.34080325240151155,0.38505937500786774,0.4102870735922504
5000,0.0186966406002995,0.037169134793314,0.03858827851371482,0.025990732520469902,0.014889027126226126,0.00804359664851902
10000,0.018412051389339597,0.047567565274532195,0.06417616299755323,0.05617288576266938,0.041818110813994995,0.02935879623992072
1000,0.009055574884798249,0.01472855974971713,0.012510037626315702,0.006893616410531592,0.003230876055117454,0.0014280047218801135
10,0.04959877860159764,0.027992517512013128,0.008250248231655983,0.0015775467406694613,0.0002565559798209392,3.934759654131496e-05
11,0.048318155191035966,0.02749035608308439,0.00816778818473165,0.0015744132312599318,0.0002581176372930736,3.990734111724627e-05
500,0.010595008990414692,0.010406321405402251,0.005337614707256942,0.001776181614077175,0.000502703842821514,0.00013417549371506806
13,0.04042762703404095,0.02125184795021881,0.005834037683496265,0.0010390391767815372,0.00015739078508655738,2.2483444287484293e-05
14,0.04633714003072954,0.02450472990050043,0.006767444379317844,0.0012125220163104271,0.00018477331775680776,2.6553699912993903e-05
15,0.04853011141508501,0.023015093675445106,0.005699913773290919,0.0009158281484083741,0.00012515389652978785,1.6129129364249027e-05
16,0.044841298650497796,0.023847955295741654,0.006623357492881956,0.001193425757788093,0.0001828930925499135,2.6432324778239022e-05
17,0.05043449352889643,0.02734368443558124,0.007741773894534463,0.0014220474762289398,0.00022216333930829383,3.2731571366805704e-05
18,0.043685995472618686,0.0245751986748016,0.007219480023402168,0.0013759573212878701,0.0002230430492500354,3.409640461460714e-05
50000,0.0357331118737591,0.14117224632787542,0.2912607019598458,0.3898563579936579,0.44382528108187147,0.4764920007805751
40000,0.005474918722968075,0.017034309098877938,0.02767741025354532,0.029175381371756494,0.026157264155218497,0.022115881624253524
21,0.041598164352153084,0.021527214620834918,0.005817757239352177,0.0010200313335448415,0.00015210942203982742,2.1391186866897992e-05
22,0.04681523251073747,0.024033715153196872,0.006443305377120693,0.0011206930617942733,0.00016578656657817109,2.312853654069344e-05
2000,0.009249699706429188,0.023077728065236627,0.030068554465820393,0.02541687841424865,0.01827328209646672,0.012389308523808042
24,0.05037415474794916,0.027784784862370536,0.008003139467487633,0.0014955601854967665,0.00023770159211716524,3.562841056553691e-05
25,0.040647527106484865,0.022164109529916057,0.006311324735550032,0.0011659526881487956,0.00018320023045525092,2.7146088787452458e-05
30000,0.017780125963844862,0.045700551343804,0.06134259244886857,0.05341865826765895,0.039564757748420346,0.027635047047987943
27,0.03287989843301726,0.03660060547898754,0.02127649829663701,0.008024208390026433,0.00257388376619918,0.0007785953839481715
28,0.04525441886919938,0.023791024020724683,0.006531596671892221,0.0011633643348113194,0.00017623688903695468,2.5177583930473842e-05
