BC,s_1,s_2,average,standard deviation
ref1,1.0,1.0,1.0,0.0
ref2,0.9923816080360903,0.9940515862475793,0.9932165971418347,0.0008349891057444769
ref3,1.0017154069787566,1.0020331412128427,1.0018742740957998,0.0001588671170430489
ref4,0.9933882718882748,0.994283764604748,0.9938360182465114,0.00044774635823657816
ref5,1.0069188264644684,1.0074184526996257,1.007168639582047,0.00024981311757865665
P1_A1,0.9322555980960747,0.9338753330413074,0.9330654655686911,0.0008098674726163546
P2_B1,1.0192997259222032,1.0175408134223494,1.0184202696722764,0.0008794562499269132
P2_C1,0.9815693805220452,0.9807268322983035,0.9811481064101744,0.00042127411187087294
P1_C1,0.9563146050707549,0.9565647626883558,0.9564396838795554,0.00012507880880041622
P2_D1,1.038015349373728,1.0348403489005078,1.036427849137118,0.0015875002366101398
P1_D1,0.9669813408082276,0.9680634698548116,0.9675224053315197,0.0005410645232920008
P2_E1,1.046426071447809,1.0420384704416132,1.0442322709447112,0.00219380050309792
P1_E1,1.0514711639745318,1.0497864989250516,1.0506288314497918,0.0008423325247400859
P2_F1,0.9550420545188529,0.9554345038582608,0.9552382791885569,0.00019622466970392605
P1_F1,1.018243825960995,1.0173469204283438,1.0177953731946694,0.00044845276632554665
P2_G1,1.029067713863171,1.0281079596655531,1.0285878367643622,0.00047987709880892293
P2_H1,0.9354116146365931,0.9343041591592862,0.9348578868979396,0.0005537277386534201
P1_H1,1.0926315456245064,1.0823833359370432,1.0875074407807748,0.005124104843731603
P2_A2,1.0260980133339026,1.0257553531595993,1.0259266832467508,0.00017133008715164433
P1_A2,0.9803381626708194,0.9786955021516485,0.979516832411234,0.0008213302595854732
P2_B2,1.0520787059200558,1.0479550727209768,1.0500168893205162,0.0020618165995395232
P1_B2,0.971411763103612,0.972112919179347,0.9717623411414795,0.0003505780378674772
P2_C2,0.9599314763069526,0.9590349015475667,0.9594831889272597,0.00044828737969299093
P1_C2,1.0826106612931017,1.080319260079206,1.0814649606861537,0.0011457006069478526
P2_D2,1.0608240947894183,1.054694172781924,1.057759133785671,0.003064961003747202
P1_D2,1.0012836628983668,1.002239415817795,1.001761539358081,0.0004778764597140883
P2_E2,1.0431931424064205,1.0430815556093975,1.043137349007909,5.579339851147225e-05
P1_E2,0.9659470659866719,0.9675042008604982,0.966725633423585,0.0007785674369131246
P2_F2,1.0716723824733525,1.0685466166238984,1.0701094995486256,0.0015628829247270604
P1_F2,0.9684971039239535,0.968071002033728,0.9682840529788408,0.00021305094511275824
P2_G2,1.0074040674935403,1.0083111634394548,1.0078576154664975,0.0004535479729572689
