BC,0,7,14,21,28,35
0,0.04429254709965671,0.03228249764991588,0.018015311590104,0.007571384677168089,0.002563387177274518,0.0007676083973802184
1,0.0407364135315337,0.030014589091384773,0.016932465174235585,0.007193940870041361,0.0024621748935984124,0.0007453453513604517
10000,0.012799927174458414,8.278957126994082e-06,4.099981961263387e-09,1.5291396241371206e-12,4.594282543689824e-16,1.2208853216824124e-19
3,0.04026363712954039,0.053958385286660374,0.05536598922282634,0.042784461158184905,0.026633879558121385,0.01466457260570126
4,0.04062710490046426,0.029993126149481505,0.016953749826458767,0.007217199167690635,0.0024750100816727785,0.0007507094246271255
15000,0.0065130445520244894,4.246663992908576e-06,2.1200686704747605e-09,7.970963868659984e-13,2.414221508245672e-16,6.46740417695051e-20
20000,0.018503055102584175,0.031207948171003187,0.04030186718209651,0.03919620340171515,0.030709178574991114,0.021280361973134255
7,0.04452868230496977,0.05705762394710614,0.05597907250883098,0.04136153031676867,0.024619139015358744,0.012960917210461775
2000,0.013103169760476447,0.021520926565916778,0.02706348627949323,0.02563099113389169,0.019554756916421112,0.013195506251294798
1000,0.013626646152707894,0.0238596087358805,0.031987171148260905,0.03229588830488489,0.026267817884946008,0.01889676110906749
10,0.046826289949234164,0.03642280210907833,0.021691777248664373,0.009729170218081467,0.0035152954278789006,0.0011234001325008407
11,0.04660552277275556,0.035946300595355765,0.021228005775985537,0.009441110406779647,0.0033825351445207624,0.0010718849488054426
50000,0.012362596793772397,0.0358067876842828,0.07940707425926828,0.13262088214758216,0.1784308695001324,0.2123316258267172
13,0.04109063980469306,0.030755151634758233,0.017625076845461846,0.00760681842327567,0.0026447245219207967,0.0008132881571398041
14,0.04774452346795758,0.036216822519789346,0.021034650681423923,0.009200663499995,0.0032419652277160906,0.001010378674899728
15,0.046727456844847,0.03559724639819524,0.020763417750604685,0.009120951846072249,0.0032276530563659623,0.0010102297240275192
30000,0.04281653202605314,0.10401695899355476,0.1934795170974045,0.27103459043673384,0.3058579747448908,0.30528221929030874
17,0.04421863914519559,0.034377602167852184,0.02046369091691383,0.009173841611288149,0.003313018565647013,0.0010582374224977042
18,0.04889225614334723,0.03808994920812435,0.0227205524096176,0.010206721454264203,0.0036936777333245263,0.0011822745848509275
19,0.04687321218367704,0.035584999480665624,0.020684612472318356,0.009054963365471213,0.003193238584643064,0.0009960076014079939
500,0.012851532081011712,0.01433921548014165,0.012249942636086841,0.007881367937356224,0.004084834942058032,0.0018725526438552174
5000,0.014427850193186079,0.042740708755228715,0.09694378957956037,0.1655987862135043,0.22787656686123275,0.2773504024233926
22,0.04451260351417696,0.03266521590087464,0.018353810648568863,0.007766508906873732,0.0026474685170821987,0.0007982195822204189
23,0.04602136230784379,0.03531840029154175,0.02075299378783711,0.009183735593175337,0.003273884463586891,0.0010322715075416296
24,0.051152175267429434,0.038993268430451374,0.022759009096244134,0.010004052063417862,0.0035424513856100346,0.0011094774217034994
25,0.042837562155391945,0.032142929133084405,0.018466488992858264,0.007989913840104211,0.0027848718969314544,0.0008585289867796701
26,0.033774548350728975,0.04287618918356378,0.04167551587341181,0.030507363313803944,0.01799010614507642,0.009383165820678703
40000,0.008521956307532722,0.02275502781287806,0.046521489965371796,0.0716289763111463,0.08884423152561122,0.09746671744512035
28,0.04674851298274947,0.03544719300211011,0.020579464810041095,0.008997983378402909,0.0031692876533857962,0.0009873354825246765
