BC,0,7,14,21,28,35
0,0.044877453155193155,0.029417137441292103,0.01023059662927342,0.0018927176762248777,0.0002714189343622101,3.600329103195958e-05
1,0.04109412155474697,0.02879963610203373,0.010708352133145175,0.0021180812326181794,0.0003247371739288533,4.6054191088165226e-05
10000,0.013253174467520773,0.00773903397923412,0.0023976287444950548,0.0003951495065758718,5.047895758962868e-05,5.9649535902219905e-06
3,0.043328495206738565,0.03853446478873552,0.018182491835284524,0.004563959641247371,0.0008879727043292239,0.0001598104571574535
4,0.04125248281137855,0.02867439552209986,0.01057466932326073,0.002074548746243946,0.00031546408232431024,4.437352715479838e-05
15000,0.006881728578757629,0.006962591834994734,0.0037374266498609245,0.0010672317668776582,0.0002362186788905645,4.836347362564258e-05
20000,0.016351230278050688,0.05872065873371029,0.11188187801740582,0.11339995984522037,0.08909133782224744,0.06474493768887317
7,0.04838951262619919,0.04218669228056344,0.019513179834208753,0.004801367442297883,0.0009157380627123068,0.0001615568385070086
2000,0.012632484417389943,0.027733117585703945,0.03230256132364406,0.020015182319939068,0.00961283677233697,0.00427062406045699
1000,0.012630474789098888,0.01616900848593087,0.010981848456401964,0.003967818774656618,0.0011112138260117247,0.00028786654920200447
10,0.048259087800074284,0.03475261617776081,0.01327774255996069,0.002698642205570496,0.0004251437502733926,6.195466988093139e-05
11,0.04817108363982243,0.03408567949486722,0.012796342058997897,0.0025555480413298115,0.0003955958118900839,5.664571692614761e-05
50000,0.01862108162314215,0.10401027373575976,0.3082307192528445,0.4859145732049144,0.5937633066031884,0.6711421948185817
13,0.042209751048998885,0.03002922279621733,0.01133453579389229,0.002275871350059581,0.00035421023474775497,5.0994373422669936e-05
14,0.0491925203645802,0.03550256291796834,0.01359404434214865,0.0027689937973323486,0.0004371844539296711,6.384916096754985e-05
15,0.048195385013347185,0.033533297850460435,0.012378710996479093,0.002430854166467605,0.0003700085956180007,5.209697158743352e-05
30000,0.01126475141960769,0.04994550260734249,0.11748962236872167,0.14702356601539257,0.14260797833206063,0.12795240437537972
17,0.04585515621327689,0.03360210414000614,0.01306390803288687,0.002701867700695819,0.0004331361894129599,6.422921591092484e-05
18,0.05047267652741808,0.03544746925210074,0.013208164770188983,0.002618086829288178,0.0004022490623145641,5.716810439375218e-05
19,0.04847018109693647,0.03374212286291277,0.01246230877169212,0.0024485497722352236,0.0003728969165267496,5.253108911421719e-05
500,0.012004890433907572,0.014887188784452922,0.009794799163174378,0.0034281727580901767,0.0009300349945976946,0.00023339074905195326
5000,0.010879623947629606,0.028057390078693928,0.03838919459813427,0.027941843483492268,0.015764149218932558,0.00822685372753776
22,0.045488088308299444,0.031042074898190827,0.011239115755606474,0.002164700762851202,0.0003231714767893172,4.462887430068142e-05
23,0.04730913277383363,0.03382265394833017,0.012829174788595379,0.002588654476210234,0.0004048730572941524,5.8574882355949494e-05
24,0.05269110122333833,0.0356110965192735,0.012769143348083205,0.0024356927458270335,0.0003601245010274319,4.9252762403419173e-05
25,0.04390364682813548,0.031425755601679026,0.01193436197255836,0.0024109988739840866,0.00037754109905005555,5.4686385676320956e-05
26,0.036423000702695156,0.030151753116410007,0.013242737163575704,0.0030940496227815405,0.0005603330209264882,9.386699514530728e-05
40000,0.0118489296679144,0.051498998701012336,0.11875360253490402,0.14567302067548452,0.13850992209035692,0.12182331164133803
28,0.04804875348196784,0.03391549976226269,0.012701138780574833,0.002530296566091181,0.00039072357632974656,5.581045533793462e-05
