BC,s_1,s_2,s_3,average,standard deviation
0,0.0,0.0,0.0,0.0,0.0
1,0.012061385830210398,0.0071730154858038325,0.019124295469659637,0.01278623226189129,0.004905936884718928
40000,-0.06311649714889124,-0.10829730819425676,-0.09732343334930675,-0.08957907956415158,0.01924071522131287
3,0.05899630030406279,0.060449802504301056,0.05442805577038381,0.057958052859582554,0.0025656482934907597
4,0.011291088073494911,0.006528259241746469,0.018076672345880146,0.011965339887040509,0.004738665278815949
5,0.0506015289173062,0.06013630362007513,0.05182138417136239,0.05418640556958124,0.004236584852501314
2000,-0.04882372711510594,-0.054985410832269925,-0.021194962859773677,-0.041668033602383185,0.014693571287732398
50000,-0.17887043023623986,-0.21127243894313505,-0.18497975027949315,-0.1917075398196227,0.014057498737509819
8,0.01235315720446925,0.01551248834747093,0.013606700452752652,0.013824115334897613,0.001298921409226043
15000,-0.009565972304980947,-0.03243806847708612,-0.010695988227700537,-0.0175666763365892,0.01052577668214956
30000,0.07266350001940813,0.11625424195424207,0.11773921899402734,0.10221898698922584,0.020907676368891737
10000,-0.10148235872660544,-0.11377734005013002,-0.10806651858906854,-0.10777540578860134,0.0050236242848765034
12,0.016763134348635005,0.02658718212041249,0.017022454323670094,0.020124256930905863,0.004571204306396911
13,0.012866252852644242,0.00917624590339767,0.01015522235724044,0.01073257370442745,0.0015607773180792508
14,0.022164453123497328,0.02452478667779806,0.026980952860093648,0.024556730887129678,0.0019664575175579856
15,0.013306825983417963,0.011744411294123664,0.01516194556637822,0.013404394281306615,0.001396907251770445
5000,-4.369039142771459,-0.417083018185332,-0.3617953906293087,-1.7159725171953666,1.8761371787531034
1000,-0.10907459851895314,-0.15503016499123048,-0.1392607095625849,-0.13445515769092284,0.019066524225115972
18,0.029015523351691913,0.028817276823337092,0.029734246418089607,0.02918901553103954,0.0003939398952854263
19,0.014418407257898683,0.02457907130792712,0.014523203308432552,0.017840227291419455,0.00476527435811537
20,0.013325555849551462,0.01494245262355867,0.023539297336361682,0.017269101936490606,0.004482566345214316
500,-2.664159353873636,-0.2762443165259452,-2.588038672075715,-1.842814114158432,1.1081679438575074
22,0.005018010219978966,-0.00419200154324381,0.011883209911034379,0.004236406195923179,0.006585908414321916
23,0.02192212306312538,0.023981447135397595,0.02003886080306447,0.021980810333862483,0.0016100890024643394
1500,-0.11244878672640068,-0.19315728740801416,-0.16240056283981102,-0.15600221232474196,0.03325827904501138
25,0.0033584858725290807,0.011327710194148393,0.0035000110040507115,0.006062069023576062,0.003723818832295042
26,0.0207824705984785,0.02561381032432674,0.02805890629759367,0.024818395740132972,0.003023369245439104
27,0.057056729572412763,0.043793821190919346,0.056619222669663356,0.05248992447766515,0.006151667110239402
28,0.016601154940964313,0.013024141646945028,0.018965649791505033,0.016196982126471457,0.002442389063458089
