BC,s_1,s_2,s_3,average,standard deviation
0,0.0,0.0,0.0,0.0,0.0
1,-0.017186485890558233,-0.007104512832747463,-0.026176472894970968,-0.016822490539425555,0.007790348071620282
2,-0.1153448589811439,-0.1160444883911524,-0.1110931301316924,-0.1141608258346629,0.0021879119455704716
1500,0.361263967427626,0.3822312961797784,0.3560425328872626,0.3665125988315556,0.011317359215193657
4,-0.026981900093429764,-0.026944430725859676,-0.04437580242055065,-0.03276737774661336,0.008208410059048524
5,-0.06992535593086102,-0.05465833492334602,-0.04905744008936478,-0.057880376981190605,0.00881867881861495
15000,0.3306005379465668,0.37647010455865854,0.34279342064406065,0.3499546877164286,0.01939874729386096
5000,0.4027454251571882,0.4298295941887535,0.4092738511158402,0.4139496234872606,0.011540802643508067
10000,0.4094242452870813,0.43777129414906724,0.4048489302303821,0.4173481565555102,0.01456163426819568
1000,0.1491767440184094,0.14037598480806904,0.1411299744145873,0.14356090108035524,0.003982913005188873
10,-0.01568439094587649,0.012381015021346697,-0.01699018018618063,-0.006764518703570141,0.013548428385953592
11,-0.038379475442558604,-0.007702330095433466,-0.034981412829532384,-0.027021072789174816,0.013730673006830372
500,0.07414688943552737,0.07607127295336717,0.08664358619208622,0.07895391619366025,0.005493880322349747
13,-0.020750666992595854,-0.0015585940849507963,-0.018547307584849407,-0.013618856220798685,0.008575202242860938
14,-0.04317520186168301,-0.03892357896515859,-0.04391965524721685,-0.04200614535801949,0.002200789916613997
15,-0.04807103127807467,-0.035510591236664245,-0.054002739562890166,-0.04586145402587636,0.007709369241594248
16,-0.11663636498186893,-0.10204796030801049,-0.10863381622360671,-0.10910604717116205,0.005965044804689817
17,-7.626177454970764e-05,0.010842333092563852,-0.004761294895420742,0.002001592140864467,0.00653740056736139
18,-0.025093689172072022,-0.009536927789126948,-0.020193792526925245,-0.018274803162708072,0.006494361468045788
50000,0.6470529399376314,0.6648481663294421,0.6089792559222086,0.640293454063094,0.02330381620377406
40000,0.47504619260277264,0.49442746829879625,0.4631583223476698,0.4775439944164129,0.012887180517950915
21,-0.0020488882705030674,-0.008769199479761522,-0.009715568485018488,-0.006844552078427693,0.0034129847243047494
22,-0.014164744074095669,-0.01684923730611998,-0.0169056167615382,-0.015973199380584616,0.0012789781357068716
2000,0.4221760393919508,0.43409105768071077,0.4007397405759929,0.4190022792162182,0.013799327360289753
24,0.010388838041329214,0.03128707014219045,0.012114953460768199,0.01793028721476262,0.009470924144915915
25,-0.035997323376256565,-0.027220209383026987,-0.03827913782610927,-0.033832223528464274,0.0047672995563866295
30000,0.2438122516670406,0.26663478922315537,0.2557199320859054,0.25538899099203377,0.009320200163472061
27,-0.09121357968549307,-0.09309368332079043,-0.08088305919171547,-0.08839677406599966,0.00536815491759159
28,-0.012367307723338114,-0.004408480120469737,-0.0072300427140775,-0.008001943519295117,0.0032947035620691386
