BC,0,7,14,21,28,35
0,0.038604536573019356,0.01247971684579945,0.000778054338616031,3.478736786497145e-05,1.439921541552429e-06,5.7138748335055395e-08
1,0.037649270962703735,0.00827231253663568,0.00035053880847534706,1.0652504391392244e-05,2.9969048593250484e-07,8.082930125746517e-09
40000,0.012677465167384617,0.103020423699911,0.1614555752162055,0.18146346717980416,0.18881260370810646,0.18834209298835095
3,0.0406181665978138,0.006160287070446038,0.00018018573012102684,3.77960383333389e-06,7.339691157805454e-08,1.3664191048809337e-09
4,0.03711863245322272,0.007869372819853953,0.00032175631793767784,9.434534775954705e-06,2.561058590405604e-07,6.66489287151955e-09
5,0.043233271616495594,0.011799177744367144,0.0006210466082077722,2.3442454887627356e-05,8.191955826825924e-07,2.744395820400426e-08
2000,0.028617269253214846,0.008026634023712134,0.00043418772612348685,1.6843334243178024e-05,6.049008708888892e-07,2.0826437488715608e-08
50000,0.033078530114898204,0.2909923488452874,0.49369160925683053,0.6006705862500873,0.6765853718597284,0.7306064070679301
8,0.045142978876927344,0.013385819590668634,0.0007654882519396183,3.139341319719524e-05,1.1919119136468014e-06,4.3383483384635435e-08
15000,0.013422130551755554,0.04124284470402881,0.024440752649813748,0.010386924685422346,0.0040866270713357114,0.0015414082075861377
30000,0.03133383724154036,0.15813964713138126,0.15392414727401224,0.1074432634756253,0.06943161130626055,0.04301400999010635
10000,0.014001445814086657,0.04253124796472323,0.02491622115276869,0.010467974876768208,0.004071446989041273,0.0015181319908827492
12,0.04523232387774382,0.009562061382197921,0.00038984589220577616,1.139831989851715e-05,3.0852782580247904e-07,8.006126917506538e-09
13,0.041119227470049764,0.009860412253193581,0.0004560201230540383,1.5124442878909742e-05,4.6438735199739423e-07,1.3669606539463731e-08
14,0.044988790869164304,0.008967637257291935,0.00034473910750279794,9.50406760924767e-06,2.4256833067842237e-07,5.935172097657315e-09
15,0.043483542682087886,0.00963580719186167,0.0004118035554327741,1.2621138318090844e-05,3.581068091531697e-07,9.740948921670213e-09
5000,0.026699237899697487,0.13349450874080107,0.12872614000558447,0.08901773416563785,0.05698911895650369,0.034976953905183523
1000,0.022333738530112893,0.010923091611915967,0.0010303114674315042,6.969440823505122e-05,4.364484489716346e-06,2.6202492693848555e-07
18,0.04122338702953451,0.006214181344106295,0.00018066040630648395,3.7665911902782292e-06,7.270087002411155e-08,1.3452573222684022e-09
19,0.0449394036714858,0.015108998407434661,0.0009796768696668007,4.5555044712890034e-05,1.9610818410568565e-06,8.093373701952029e-08
20,0.041135700230921814,0.012974413932019866,0.0007892151493486477,3.442781976608255e-05,1.3903663441431718e-06,5.3829904190625965e-08
500,0.007014614749272188,1.8488059188996011e-06,9.397614598884626e-11,3.425708314994128e-15,1.1560822983495063e-19,3.740259680065237e-24
22,0.0414679209876231,0.013022909323376613,0.0007887558252306426,3.4259702436097825e-05,1.377622450482109e-06,5.31069636068716e-08
23,0.04244040947502128,0.013831977195134905,0.0008694162872845724,3.91902219668773e-05,1.635435018958661e-06,6.542797771732533e-08
1500,0.020174075726634124,0.008370151681491026,0.0006697486062673644,3.843233335003081e-05,2.0416782630177414e-06,1.0398064138107675e-07
25,0.04653800813994997,0.01606003587037954,0.0010688679117980223,5.101618886367107e-05,2.2542267667184113e-06,9.54908649991106e-08
26,0.03833858553788687,0.008116406996867604,0.0003313830996967437,9.702939850208713e-06,2.6301586186683473e-07,6.834947397321263e-09
27,0.03406804153683927,0.0057418831268457,0.0001866381141205276,4.350636213067716e-06,9.388815862692825e-08,1.942421637797822e-09
28,0.043305456362912075,0.014193841902347917,0.0008972141540412322,4.0672298168737306e-05,1.7068954763230768e-06,6.867359401591472e-08
