BC,10,20,30
ref1,5444,19655,24972
ref2,8743,11946,16950
ref3,7736,18896,28587
ref4,7519,25027,22655
ref5,5488,18726,14674
P2_A9,125,1478,724
P1_H4,805,1812,4353
P2_H4,344,922,820
P2_B9,191,788,573
P1_G4,571,1669,2150
P2_G4,150,1010,2062
P2_C9,290,694,831
P1_F4,171,1042,1662
P2_F4,482,1042,938
P2_D9,324,552,762
P1_E4,646,1740,987
P2_E4,315,1431,601
P2_E9,240,834,1148
P1_D4,582,2253,1431
P2_D4,235,872,1767
P2_F9,253,892,1190
P1_C4,617,2567,3071
P2_C4,461,816,357
P2_G9,114,973,1626
P1_B4,772,1006,1136
P2_B4,284,763,773
P2_H9,101,999,382
P1_A4,537,2254,1462
P2_A4,301,2036,1605
P2_A10,256,2004,2290
P1_H3,532,1223,705
P2_H3,298,1983,912
P2_B10,237,419,1551
P1_G3,897,1501,1316
P2_G3,240,852,1385
P2_C10,344,1314,2112
P1_F3,1310,1374,2074
P2_F3,0,546,297
P2_D10,254,662,985
P1_E3,1026,1763,3209
P2_E3,189,481,444
P2_E10,510,669,1386
P1_D3,407,1184,1434
P2_D3,402,782,861
P2_F10,156,854,754
P1_C3,960,2878,1334
P2_C3,247,426,967
P1_B3,662,1261,2969
P2_B3,181,910,600
P2_H10,273,1635,1299
P1_A3,880,907,1965
P2_A3,364,401,2267
P5_A9,689,3849,2129
P4_H4,0,850,497
P5_B9,766,3898,2211
P4_G4,0,541,429
P5_C9,653,2337,3138
P4_F4,0,466,147
P5_D9,1508,2433,2760
P4_E4,171,226,0
P5_E4,0,344,0
P5_E9,1012,3692,2836
P4_D4,157,581,1088
P5_F9,974,3093,4342
P4_C4,0,260,201
P5_G9,688,3063,2409
P4_B4,214,498,453
P5_H9,1366,3670,2781
P4_A4,651,378,495
P5_A10,747,2458,2604
P4_H3,0,248,535
P5_B10,1239,3197,3369
P4_G3,0,561,453
P5_G3,0,151,0
P5_C10,619,2951,1857
P4_F3,0,568,409
P5_D10,1189,2411,1414
P4_E3,0,230,487
P5_E10,486,3457,2697
P4_D3,200,881,176
P5_F10,686,3741,2562
P4_C3,0,555,234
P5_G10,808,2188,2637
P4_B3,152,525,640
P5_H10,1245,2691,2273
P4_A3,220,385,596
P8_A9,1056,4289,3312
P8_B9,589,3964,2951
P8_C9,836,4839,4361
P8_D9,1059,3421,4503
P8_E9,1672,4009,2708
P7_D4,0,197,146
P8_F9,1194,3774,3651
P7_C4,0,100,0
P8_G9,894,3195,3539
P7_B4,0,0,647
P8_H9,1858,4617,4160
P7_A4,0,125,122
P8_A10,725,3125,4690
P7_G3,0,119,0
P8_C10,964,2753,4540
P7_F3,0,206,0
P8_D10,949,4061,2983
P7_E3,0,164,0
P8_E10,1443,3048,4170
P8_F10,387,2289,1786
P7_C3,0,204,0
P8_G10,914,3457,1836
P7_B3,0,207,134
P8_H10,1054,2934,7357
P7_A3,0,227,0
P11_B9,1480,3175,3562
P11_C9,1872,2802,2228
P11_D9,769,2472,2421
P11_E9,1083,3339,3734
P11_F9,1534,3706,3503
P11_G9,562,3983,4631
P11_H9,1429,3599,4480
P10_A4,0,0,708
P11_A4,147,0,0
P11_A10,870,3181,1650
P11_B10,2134,4420,2737
P11_D10,1131,3271,2966
P11_E10,860,2948,2940
P11_F10,734,2284,2553
P11_G10,980,4378,5661
P11_H10,2023,3804,6201
