BC,10,20,30
ref1,24382,4512,15731
ref2,16243,11280,14575
ref3,21122,12006,13920
ref4,36796,11522,17975
ref5,21403,6079,19674
P1_A1,1379,470,1509
P2_B1,2613,2096,1460
P2_C1,2024,1372,872
P1_C1,1411,1358,1981
P2_D1,754,0,757
P1_D1,1968,521,900
P2_E1,1913,724,825
P1_E1,2008,721,1061
P2_F1,1071,1297,743
P1_F1,2220,305,1550
P2_G1,2766,4157,2362
P2_H1,1069,352,676
P1_H1,1128,321,995
P2_A2,1095,294,1678
P1_A2,1225,233,890
P2_B2,1434,224,494
P1_B2,2095,312,1312
P2_C2,1441,198,849
P1_C2,1396,169,858
P2_D2,2745,378,1829
P1_D2,1299,1246,493
P2_E2,1326,1066,1355
P1_E2,3770,4278,1484
P2_F2,3413,533,857
P1_F2,3880,2168,1384
P2_G2,1744,3533,2286
P2_H2,1830,877,1390
P1_H2,2449,140,1024
P5_A1,4765,1256,4136
P4_A1,1380,105,977
P5_B1,1605,2701,1048
P4_B1,3391,229,1022
P5_C1,797,268,783
P4_C1,1163,186,1764
P5_D1,3988,742,684
P4_D1,1243,559,2490
P5_E1,2578,322,1504
P4_E1,321,117,332
P5_F1,829,262,1376
P4_F1,962,236,944
P5_G1,1877,868,1613
P4_G1,587,234,721
P4_H1,1612,549,605
P5_A2,1671,614,1284
P4_A2,1259,503,1236
P5_B2,1184,293,1389
P4_B2,670,167,881
P5_C2,1273,156,2149
P4_C2,1251,459,811
P5_D2,1688,665,1120
P4_D2,519,188,1199
P5_E2,3048,1829,882
P4_E2,954,105,350
P5_F2,726,1548,884
P4_F2,904,275,778
P5_G2,1692,262,1424
P4_G2,1511,322,575
P5_H2,1506,201,1574
P4_H2,732,850,721
P8_A1,5117,1778,1770
P7_A1,492,546,236
P7_B1,193,0,404
P8_C1,3207,1526,1697
P7_C1,0,122,166
P8_D1,3190,442,1796
P7_D1,2038,1290,197
P8_E1,1789,1449,2751
P8_F1,2546,407,1056
P7_F1,0,0,241
P8_G1,4610,2790,2582
P7_G1,1745,0,346
P8_H1,4008,814,2123
P7_H1,343,0,181
P8_A2,2143,619,2216
P7_A2,500,360,250
P8_B2,3264,2260,2890
P7_B2,231,0,231
P8_C2,1230,696,2586
P8_D2,1907,782,1894
P8_E2,1764,401,1532
P7_F2,659,0,0
P8_G2,3114,2499,1669
P7_G2,0,0,512
P8_H2,2323,665,1645
P7_H2,4340,0,354
P11_A1,2902,774,2176
P10_A1,0,0,100
P11_B1,2028,1489,2290
P11_C1,1974,1374,3795
P11_D1,6222,379,1901
P11_E1,1788,842,1635
P11_F1,2615,719,2690
P11_G1,2887,1184,2328
P11_H1,4159,415,1748
P11_A2,3298,2320,1780
P11_B2,4951,773,2470
P11_C2,4735,1004,2023
P11_D2,5002,1164,3228
P11_E2,2984,798,2001
P11_F2,3852,350,1868
P11_G2,2169,1363,2169
P11_H2,851,235,925
