BC,10,20,30
ref6,10781,9501,7983
ref7,14797,14633,9774
ref8,11386,14635,7131
ref10,19083,13786,10227
P1_A11,9149,9937,9953
P3_B11,1606,3912,4216
P1_B11,3979,3095,7694
P3_C11,200,263,286
P1_C11,3628,8416,9223
P1_D11,2919,5434,8331
P3_E11,1998,4100,3861
P1_E11,113,214,441
P1_F11,5816,6700,6150
P3_G11,3882,7444,7612
P1_H11,5094,7212,6968
P3_A12,3772,7725,11726
P1_A12,771,362,599
P3_B12,6160,5677,6519
P3_C12,4372,7883,6909
P1_C12,2597,1228,3282
P3_D12,373,1634,1774
P1_D12,3584,5206,5497
P1_E12,2066,2719,3316
P1_F12,8217,13520,17460
P1_G12,5451,5279,8805
P3_H12,3965,3526,6745
P1_H12,784,1493,1174
P4_A11,243,487,1129
P4_B11,3079,3901,3975
P6_C11,4519,9537,7450
P6_D11,0,0,180
P4_D11,3493,6804,3667
P6_E11,2994,1426,1522
P4_E11,0,0,117
P6_F11,3256,1568,2279
P4_F11,219,491,742
P6_G11,104,0,0
P4_G11,7247,9443,8825
P6_H11,3558,3685,4058
P6_A12,3099,3588,3125
P4_A12,6149,10131,13134
P4_B12,6517,9807,7367
P6_C12,1451,2249,1221
P4_C12,140,589,135
P6_D12,5419,6130,7756
P4_D12,283,164,715
P4_E12,2667,3053,4091
P6_F12,0,116,0
P4_F12,6432,8005,8170
P4_G12,4008,2241,2361
P6_H12,3883,2865,2985
P4_H12,1255,3688,2548
P7_A11,263,585,866
P9_B11,3382,4193,5440
P7_B11,0,0,299
P9_C11,5670,6776,5217
P9_D11,1577,2138,1430
P7_D11,131,0,122
P9_F11,1108,1948,1481
P7_F11,184,747,259
P9_G11,791,896,177
P7_G11,189,461,805
P7_H11,1633,2800,2768
P9_A12,0,263,121
P7_A12,3875,5644,5089
P9_B12,3019,3070,2849
P7_B12,122,906,1013
P9_C12,1924,1122,912
P7_C12,1323,0,253
P9_D12,1465,2691,1698
P7_D12,2057,3145,2198
P9_E12,1203,673,1507
P7_E12,273,1314,756
P9_F12,2396,2960,2258
P9_G12,2121,1170,808
P9_H12,1747,1220,1486
P12_A11,9741,15199,18902
P12_B11,1148,3060,2070
P12_C11,2853,3381,4251
P12_D11,3568,3989,2033
P12_E11,3231,1177,901
P12_F11,3607,2893,3343
P10_G11,1071,1071,929
P12_H11,2565,1841,1188
P10_H11,0,0,106
P12_A12,9994,13436,15781
P12_B12,1363,1031,742
P12_D12,10700,4396,6213
P12_F12,1493,920,1962
P10_F12,3223,4878,6570
P12_G12,3392,2901,4103
P12_H12,5342,8615,6111
