BC,10,20,30
ref6,7781,2804,7537
ref7,8623,7235,6513
ref8,8308,5995,7708
ref9,9774,7310,8174
ref10,9637,5402,9398
P1_A5,898,947,2260
P2_A5,860,137,1582
P1_B5,729,535,2334
P2_B5,327,155,0
P1_C5,876,1376,2288
P2_C5,916,1761,456
P1_E5,1333,446,1134
P2_E5,415,128,942
P1_F5,1172,556,329
P2_F5,429,914,2091
P1_G5,1364,1477,197
P2_G5,620,1417,2809
P1_H5,1658,2120,0
P2_H5,538,1094,3661
P1_A6,1859,1098,2360
P2_A6,1402,1251,505
P1_B6,1351,2362,2596
P2_B6,953,690,794
P1_C6,924,638,2157
P2_C6,838,207,0
P1_D6,1703,857,1811
P2_D6,434,119,1082
P1_E6,1866,396,1842
P2_E6,340,0,0
P1_F6,2085,4336,3422
P2_F6,732,247,0
P1_G6,2018,1118,1289
P2_G6,502,342,195
P1_H6,1078,1237,2805
P2_H6,259,113,195
P4_A5,1213,531,2841
P5_A5,222,209,204
P4_B5,2770,375,0
P5_B5,542,174,6191
P4_C5,1984,1029,818
P5_C5,729,346,495
P5_D5,1280,603,6362
P4_F5,1632,1831,386
P5_F5,552,371,1969
P4_G5,1370,1991,100
P5_G5,443,311,3324
P4_H5,2015,2180,915
P5_H5,526,0,2631
P4_A6,1957,1156,1141
P5_A6,378,610,1157
P4_B6,832,336,1595
P5_B6,505,557,567
P5_C6,1021,188,2954
P4_D6,929,237,1432
P5_D6,573,424,362
P4_E6,697,344,148
P5_E6,411,277,2334
P5_F6,255,331,166
P4_G6,1154,1077,0
P5_G6,473,1103,3120
P4_H6,848,1708,1097
P5_H6,512,208,804
P7_A5,1822,1615,2416
P8_A5,0,0,289
P7_B5,2148,756,0
P8_B5,0,0,3439
P7_C5,2456,1279,3347
P8_C5,130,0,0
P7_D5,1761,2494,380
P8_D5,0,0,1890
P8_E5,0,0,166
P7_G5,1966,2543,1509
P8_G5,130,0,1795
P7_H5,1629,1665,2302
P8_H5,0,0,205
P7_A6,2023,1772,0
P8_A6,0,0,3237
P7_B6,1221,2113,3270
P8_B6,174,0,151
P7_C6,2172,3544,3364
P8_C6,138,0,0
P7_D6,1818,1659,0
P8_D6,148,0,2935
P7_E6,1971,2526,1130
P8_E6,0,0,937
P7_F6,1482,504,1479
P8_F6,130,0,1028
P7_G6,1802,3116,0
P8_G6,196,363,3355
P7_H6,2266,612,2497
P8_H6,0,0,391
P10_A5,2544,1533,0
P11_A5,0,0,3090
P10_B5,1522,1187,0
P11_B5,0,0,3504
P10_C5,1995,719,0
P11_C5,0,0,2599
P10_D5,2225,704,0
P11_D5,0,0,2352
P10_E5,1321,1611,0
P11_E5,124,0,1654
P10_F5,2360,881,0
P11_F5,0,0,3322
P10_H5,2435,1388,187
P11_H5,0,0,2927
P10_A6,2776,1661,0
P10_B6,1476,394,0
P11_B6,0,0,3289
P10_C6,1803,1403,0
P11_C6,0,0,2468
P11_D6,0,0,3506
P10_E6,2080,1533,0
P11_E6,0,0,1139
P11_F6,1552,1495,2601
P10_G6,1680,618,0
P11_G6,0,0,3253
P10_H6,1772,4011,0
P11_H6,0,0,2063
