BC,10,20,30
ref6,19452,21571,16974
ref7,17928,19855,13827
ref8,15561,14195,12589
ref9,10148,10781,8996
ref10,18518,21461,17432
P3_A11,2150,2031,2002
P1_A11,6351,6059,4586
P3_B11,2325,1992,1707
P1_B11,3221,2697,2526
P3_C11,1799,2158,1406
P1_C11,2195,2300,1771
P3_D11,2543,3157,1733
P1_D11,1769,1872,1841
P3_E11,1744,1715,1453
P1_E11,2311,2005,1868
P3_F11,2309,1944,2060
P1_F11,2671,1936,1541
P3_G11,1722,1987,1238
P1_G11,1960,1809,1596
P3_H11,1285,1853,1233
P1_H11,2329,2490,1925
P3_A12,4150,3690,2342
P1_A12,3781,4343,2602
P3_B12,2257,1571,1628
P1_B12,3375,3268,2240
P3_C12,1779,2254,1434
P1_C12,2312,3597,2377
P3_D12,2488,2278,1647
P1_D12,2047,1956,1603
P3_E12,1833,2003,1231
P1_E12,2065,1578,1897
P3_F12,1698,2001,1525
P1_F12,1903,1582,1528
P3_G12,1748,1597,1512
P1_G12,2269,2011,1541
P3_H12,787,1065,824
P1_H12,2763,3214,2280
P4_A11,910,1323,1008
P4_B11,657,1023,569
P6_C11,3769,4235,3094
P4_C11,619,614,430
P6_D11,3341,4109,2516
P4_D11,813,628,527
P6_E11,3308,3211,2854
P4_E11,922,1144,1012
P6_F11,3561,3442,2912
P4_F11,438,474,282
P6_G11,1044,1096,783
P4_G11,2957,2716,1835
P6_H11,3567,3209,2497
P4_H11,499,682,617
P6_A12,7833,7653,6360
P4_A12,1783,923,1282
P6_B12,5303,6055,4865
P4_B12,1117,1050,998
P6_C12,6519,5871,5019
P4_C12,1070,769,645
P6_D12,4039,3822,2839
P4_D12,584,581,388
P6_E12,5225,5007,4593
P4_E12,1059,945,580
P6_F12,4087,4390,3546
P4_F12,743,717,571
P6_G12,3711,4050,2778
P4_G12,633,431,351
P6_H12,2891,3665,2695
P4_H12,635,646,579
P7_A11,124,191,114
P9_B11,6354,7078,5350
P7_B11,167,433,0
P9_C11,16440,15649,13305
P7_C11,121,149,129
P9_D11,4222,4698,3576
P7_D11,234,235,223
P9_F11,5076,5375,4191
P9_G11,5543,6266,4744
P9_H11,4641,3794,3170
P7_H11,156,297,195
P9_A12,5601,6693,4303
P7_A12,137,176,0
P9_B12,9791,9277,8131
P7_B12,258,248,159
P9_C12,8664,8831,6404
P7_C12,340,596,421
P9_D12,8111,6966,6058
P7_D12,272,209,173
P9_E12,7170,7495,6108
P7_E12,151,343,183
P9_F12,7296,7765,6199
P7_F12,181,0,0
P9_G12,8631,8574,6671
P7_G12,146,130,176
P9_H12,7128,7177,6798
P7_H12,0,182,0
P12_A11,4090,4655,3794
P12_B11,3953,4770,3664
P10_B11,0,124,0
P12_C11,4288,4393,3150
P12_D11,3088,3254,2209
P12_E11,3395,4539,3207
P12_F11,3139,4353,2953
P12_G11,3936,3269,3022
P12_H11,3252,3778,3292
P12_A12,7585,8437,6363
P12_B12,6777,6997,4577
P12_C12,3734,4079,3490
P12_D12,4806,5107,4499
P12_F12,5532,6650,5653
P12_G12,6242,6199,5042
P12_H12,4718,4299,4141
