BC,10,20,30
ref6,12803,10863,8980
ref7,14351,13272,9875
ref8,6982,11064,7839
ref9,13558,12441,9649
ref10,16982,12336,9840
P3_A7,1274,1340,2136
P3_B7,5067,5165,5864
P2_C7,181,480,378
P3_C7,468,1362,2185
P3_D7,155,348,408
P3_E7,1224,1634,2739
P3_F7,264,1962,3016
P3_G7,1447,2827,3465
P3_H7,2769,6129,9355
P2_B8,0,0,169
P3_B8,119,0,0
P2_C8,0,180,0
P3_D8,1508,748,618
P3_F8,0,0,108
P3_H8,0,0,130
P5_A7,0,388,165
P6_A7,491,120,251
P5_B7,0,175,0
P6_B7,0,935,286
P5_C7,515,1135,2120
P6_C7,145,613,575
P5_D7,667,678,773
P6_D7,186,529,187
P5_E7,712,591,350
P6_E7,1089,107,0
P6_F7,1124,1075,873
P6_G7,1818,2854,4732
P5_H7,769,161,102
P6_H7,176,649,460
P5_A8,296,752,1163
P6_A8,336,966,774
P5_B8,1157,497,263
P6_B8,434,852,1141
P5_C8,509,1448,1045
P6_C8,0,310,547
P5_D8,182,0,0
P6_D8,0,365,167
P5_E8,0,313,0
P6_E8,193,0,100
P6_F8,543,1424,671
P5_G8,2276,634,140
P6_H8,0,329,331
P8_A7,648,1409,776
P8_B7,160,563,0
P8_C7,564,776,838
P9_C7,121,0,234
P8_D7,532,458,776
P8_E7,842,1606,2056
P8_F7,877,1472,1883
P8_G7,0,196,171
P9_G7,1172,960,1967
P8_H7,1566,2111,2157
P8_A8,389,987,852
P8_B8,393,541,771
P8_C8,469,774,369
P9_C8,155,447,316
P8_D8,1295,904,587
P9_D8,0,0,230
P8_E8,117,0,0
P9_E8,0,318,347
P8_F8,494,429,825
P9_F8,1869,918,1720
P8_G8,446,873,642
P8_H8,723,289,664
P9_H8,0,412,400
P11_A7,540,596,1031
P11_B7,237,2070,481
P12_B7,785,985,902
P11_C7,436,511,191
P12_C7,174,268,197
P11_D7,319,937,550
P11_E7,479,1128,525
P11_F7,685,473,224
P11_G7,2760,357,376
P11_A8,1438,524,315
P11_B8,698,1190,3060
P11_C8,350,576,1730
P11_D8,3264,3208,1686
P11_E8,793,443,329
P11_F8,946,1967,1698
P11_G8,564,466,313
P11_H8,615,479,828
