BC,10,20,30
ref6,16837,20011,14770
ref7,18231,19470,15305
ref8,10276,17113,12785
ref9,15940,18894,11762
ref10,26884,24224,15297
P3_A7,832,350,523
P3_B7,1931,1740,504
P2_C7,169,0,0
P3_C7,167,849,370
P3_D7,1194,937,610
P3_E7,292,734,529
P3_F7,620,1300,158
P3_G7,460,2342,1102
P3_H7,1603,2489,1951
P3_B8,290,0,0
P3_C8,422,273,309
P3_D8,0,346,109
P3_F8,366,316,187
P3_G8,345,206,255
P3_H8,422,617,416
P5_A7,0,544,467
P6_A7,315,481,281
P5_B7,134,633,398
P6_B7,179,599,241
P5_C7,186,1973,1317
P6_C7,954,280,458
P5_D7,1444,594,469
P6_D7,210,1467,182
P5_E7,559,454,388
P6_E7,541,293,588
P5_F7,159,161,0
P6_F7,1391,2593,2047
P6_G7,319,1296,855
P5_H7,0,333,286
P6_H7,456,644,319
P5_A8,687,704,376
P6_A8,827,920,293
P5_B8,791,635,636
P6_B8,129,452,492
P5_C8,535,777,579
P6_C8,284,822,235
P5_D8,612,392,636
P6_D8,181,403,252
P5_E8,123,781,485
P6_E8,335,328,345
P5_F8,0,779,224
P6_F8,1091,984,586
P5_G8,1116,1126,550
P6_G8,181,899,148
P6_H8,189,283,182
P8_A7,857,1023,699
P9_A7,164,0,0
P8_B7,479,719,478
P9_B7,0,102,0
P8_C7,1492,2737,1310
P8_D7,579,1714,678
P8_E7,673,1801,2386
P8_F7,1580,2115,1731
P8_G7,1472,1434,1279
P9_G7,0,177,171
P8_H7,1040,3342,1144
P9_H7,0,133,255
P8_A8,2164,1236,949
P9_A8,147,202,0
P8_B8,745,1699,1165
P9_B8,0,145,0
P8_C8,439,1362,869
P9_C8,159,145,110
P8_D8,1382,1197,934
P8_E8,0,857,505
P9_E8,119,0,115
P8_F8,1485,1239,521
P9_F8,487,333,345
P8_G8,1509,1577,2021
P8_H8,892,902,586
P9_H8,0,178,119
P11_A7,1012,1236,1727
P11_B7,1704,1791,1060
P11_C7,536,1602,877
P12_C7,0,0,246
P11_D7,1320,1739,1167
P11_E7,732,1089,982
P11_F7,979,1568,1171
P11_G7,1043,1342,791
P11_A8,1474,988,977
P11_B8,282,2105,1359
P11_C8,1096,846,859
P11_D8,1164,1067,1158
P12_D8,0,107,0
P11_E8,790,2329,1074
P11_F8,445,1124,874
P11_G8,605,1458,1303
P11_H8,832,1394,788
