BC,10,20,30
ref1,13950,10039,10964
ref2,10373,7734,7815
ref3,10803,20973,10105
ref4,9952,8060,15807
ref5,11104,11039,7959
P1_A1,2822,1847,3492
P2_B1,1706,1637,2091
P2_C1,1762,2651,3318
P1_C1,374,850,0
P2_D1,1708,1747,4501
P1_D1,635,0,0
P2_E1,2170,1448,5688
P1_E1,777,201,1234
P2_F1,2968,3756,968
P1_F1,264,0,194
P2_G1,3386,8939,3267
P2_H1,154,0,155
P1_H1,4013,721,2938
P2_A2,569,1911,568
P1_A2,2720,3635,3807
P2_B2,1614,2341,2504
P1_B2,2102,524,1482
P2_C2,2246,2603,4160
P2_D2,2014,838,1472
P1_D2,306,369,273
P2_E2,2341,3905,4376
P1_E2,124,0,0
P2_F2,917,834,897
P1_F2,2446,1361,590
P2_G2,2982,4262,2260
P2_H2,274,528,699
P1_H2,2125,1087,2139
P5_A1,3410,4499,4557
P4_A1,186,0,0
P5_B1,4209,3124,5176
P5_C1,885,4329,551
P4_C1,2154,1516,1711
P5_D1,4248,4455,6184
P5_E1,1746,1687,1486
P4_E1,696,156,2007
P5_F1,548,0,0
P4_F1,3564,3917,7899
P5_G1,1033,3749,626
P4_G1,1870,538,996
P4_H1,1311,2073,604
P5_A2,1661,650,2626
P4_A2,587,1441,483
P4_B2,3398,1926,3268
P5_C2,2863,526,3549
P4_C2,1198,193,312
P5_D2,648,324,631
P4_D2,2438,3095,1558
P5_E2,910,0,0
P4_E2,2825,4414,2873
P5_F2,1003,617,458
P4_F2,1645,3146,1768
P5_G2,2146,8030,1895
P4_G2,698,381,204
P5_H2,229,0,0
P4_H2,3769,2623,3053
P8_A1,1304,1869,785
P7_A1,1673,2227,4352
P7_B1,1745,2154,561
P8_C1,1959,372,2971
P7_C1,844,640,1639
P8_D1,1775,604,231
P7_D1,1671,2177,1881
P8_E1,940,873,994
P7_E1,1577,787,1567
P8_F1,1725,2465,1480
P7_F1,1156,624,552
P8_G1,2515,493,270
P7_G1,3237,1700,2807
P8_H1,1160,109,694
P7_H1,2168,4095,2549
P8_A2,1200,1394,1297
P7_A2,351,2290,187
P8_B2,668,0,0
P7_B2,2180,930,934
P8_C2,150,0,1110
P7_C2,2110,3062,2844
P8_D2,2938,3400,3430
P8_E2,2860,7825,2887
P7_F2,2290,2219,3585
P8_G2,2895,5487,7064
P8_H2,2202,3850,1583
P7_H2,846,624,827
P11_A1,3279,3650,3080
P10_A1,846,0,202
P11_B1,4517,6420,6248
P11_C1,3916,1156,3586
P11_D1,3502,4596,6002
P11_E1,2347,4684,1781
P11_F1,1668,909,1441
P10_F1,988,761,1085
P11_G1,3343,3814,3271
P11_H1,4117,4923,5339
P11_A2,2813,2843,1574
P10_A2,432,0,0
P11_B2,3361,4050,5172
P11_C2,1412,1449,1956
P11_D2,2134,3445,2481
P10_D2,318,916,0
P11_E2,2580,2024,3816
P11_F2,1912,4175,1173
P10_F2,0,363,0
P11_G2,2378,2903,1763
P11_H2,3367,2434,8192
