BC,0,7,14,21,28,35
0,7890.0,2536.0,759.0,267.0,0.0,0.0
1,7264.0,2419.0,797.0,320.0,0.0,0.0
10000,2218.0,835.0,178.0,0.0,0.0,0.0
3,7572.0,3570.0,1068.0,553.0,181.0,0.0
4,7247.0,2464.0,811.0,279.0,0.0,0.0
15000,1132.0,730.0,209.0,173.0,0.0,0.0
20000,3490.0,5554.0,7632.0,9953.0,13013.0,17817.0
7,8373.0,4049.0,1124.0,536.0,197.0,0.0
2000,2291.0,2549.0,2004.0,1965.0,1601.0,1105.0
1000,2340.0,1303.0,641.0,494.0,285.0,0.0
10,8408.0,3137.0,921.0,380.0,0.0,0.0
11,8387.0,3089.0,886.0,355.0,0.0,0.0
50000,2436.0,10601.0,14208.0,59842.0,94027.0,161907.0
13,7346.0,2717.0,800.0,308.0,0.0,0.0
14,8493.0,3320.0,944.0,351.0,0.0,0.0
15,8401.0,3025.0,861.0,338.0,0.0,0.0
30000,1399.0,6442.0,7508.0,13985.0,21280.0,33087.0
17,7885.0,3171.0,937.0,316.0,0.0,0.0
18,8810.0,3169.0,936.0,363.0,0.0,0.0
19,8423.0,3069.0,894.0,314.0,0.0,0.0
500,2078.0,1296.0,740.0,379.0,168.0,0.0
5000,2088.0,2604.0,2191.0,3001.0,2168.0,2363.0
22,7937.0,2791.0,781.0,303.0,0.0,0.0
23,8222.0,3057.0,946.0,325.0,0.0,0.0
24,9224.0,3185.0,830.0,384.0,0.0,0.0
25,7688.0,2758.0,870.0,337.0,0.0,0.0
26,6289.0,2780.0,916.0,440.0,0.0,0.0
40000,1692.0,6196.0,6103.0,15910.0,21548.0,30279.0
28,8361.0,3073.0,895.0,341.0,0.0,0.0
